IP, Port, Phone_IP,Phone_Port, Seed, Topfile, Interest_hybrid_name, Weight_dist, Range_dist, Link_dist, Success_thresh, Phone_node_connect_order_dist, Phone_node_connect_order, Velocity_dist,Velocity, Pktgen_num, Top_thresh, Linger_dist, Linger, Delta_dist, Delta, Timeout, Phone_test, iperf_test, total_delay, timeout_counter, linger_timeout_counter, delta_timeout_counter, internal_timeout_counter, num_failure, dropped_packets, rec_data, precache_check, num_pro_del, num_infrastructure, num_precache, num_cache_hit
"localhost", "8080", "192.168.1.207", "9095", "0", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[4, 5, 4]", "uniform:0, 2", "[np.float64(1.0897663659937937), np.float64(0.8473095986778094), np.float64(1.2917882261333122)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(0.875174422525385)]", "5.0", "False", "False", 0.3545072078704834, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "1", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[3, 5, 0]", "uniform:0, 2", "[np.float64(0.6046651452636795), np.float64(0.2935117816342261), np.float64(0.1846771895375956)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(0.3725204227553418)]", "5.0", "False", "False", 0.2449352741241455, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "2", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[3, 0, 4]", "uniform:0, 2", "[np.float64(0.8706447852365538), np.float64(0.8407356041749781), np.float64(0.6606696420077482)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(0.409297268075685)]", "5.0", "False", "False", 0.27037572860717773, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "3", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[4, 5, 2]", "uniform:0, 2", "[np.float64(1.021655210395326), np.float64(1.7858939086953094), np.float64(1.7925861778668761)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(0.2511706209276725)]", "5.0", "False", "False", 0.2511706209276725, 1, 0, 1, 0, 0, 2, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "4", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[7, 4, 7]", "uniform:0, 2", "[np.float64(1.4296319873487293), np.float64(1.3954576491945416), np.float64(0.43217899116075276)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(1.9525489095524835)]", "5.0", "False", "False", 0.3610374927520752, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "5", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[1, 6, 1]", "uniform:0, 2", "[np.float64(1.837221815875843), np.float64(0.9768223775896583), np.float64(1.2234877258052914)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(1.5318157129606311)]", "5.0", "False", "False", 0.20826077461242676, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "6", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[7, 2, 6]", "uniform:0, 2", "[np.float64(0.0833932514504998), np.float64(0.2153133598719359), np.float64(1.1901041284124805)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(1.0596347243856432)]", "5.0", "False", "False", 0.3257429599761963, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "7", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[0, 6, 3]", "uniform:0, 2", "[np.float64(1.4469303556618824), np.float64(1.9559790239932053), np.float64(1.0769917408208673)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(1.0022409273198758)]", "5.0", "False", "False", 0.3152475357055664, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "8", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[6, 7, 6]", "uniform:0, 2", "[np.float64(1.061711383111198), np.float64(0.4654566559545814), np.float64(0.022797608554859794)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(0.860937636584981)]", "5.0", "False", "False", 0.23945975303649902, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "9", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[0, 4, 3]", "uniform:0, 2", "[np.float64(0.26765905791855316), np.float64(0.2842221709090771), np.float64(0.43711735125215645)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(0.8370163610209049)]", "5.0", "False", "False", 0.3046574592590332, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "10", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[6, 0, 5]", "uniform:0, 2", "[np.float64(1.4976077650772237), np.float64(0.9970140246051808), np.float64(0.4495932910616953)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 2", "[np.float64(0.39612572951924796)]", "5.0", "False", "False", 0.2044079303741455, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "0", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[4, 5, 4]", "uniform:0, 2", "[np.float64(1.0897663659937937), np.float64(0.8473095986778094), np.float64(1.2917882261333122)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.6563808168940388)]", "5.0", "False", "False", 0.37566328048706055, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "1", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[3, 5, 0]", "uniform:0, 2", "[np.float64(0.6046651452636795), np.float64(0.2935117816342261), np.float64(0.1846771895375956)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.27939031706650636)]", "5.0", "False", "False", 0.14272093772888184, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "2", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[3, 0, 4]", "uniform:0, 2", "[np.float64(0.8706447852365538), np.float64(0.8407356041749781), np.float64(0.6606696420077482)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.30697295105676375)]", "5.0", "False", "False", 0.17287802696228027, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "3", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[4, 5, 2]", "uniform:0, 2", "[np.float64(1.021655210395326), np.float64(1.7858939086953094), np.float64(1.7925861778668761)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.18837796569575438)]", "5.0", "False", "False", 0.18837796569575438, 1, 0, 1, 0, 0, 3, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "4", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[7, 4, 7]", "uniform:0, 2", "[np.float64(1.4296319873487293), np.float64(1.3954576491945416), np.float64(0.43217899116075276)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(1.4644116821643627)]", "5.0", "False", "False", 0.33005428314208984, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "5", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[1, 6, 1]", "uniform:0, 2", "[np.float64(1.837221815875843), np.float64(0.9768223775896583), np.float64(1.2234877258052914)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(1.1488617847204734)]", "5.0", "False", "False", 0.16328930854797363, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "6", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[7, 2, 6]", "uniform:0, 2", "[np.float64(0.0833932514504998), np.float64(0.2153133598719359), np.float64(1.1901041284124805)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.7947260432892325)]", "5.0", "False", "False", 0.3347282409667969, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "7", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[0, 6, 3]", "uniform:0, 2", "[np.float64(1.4469303556618824), np.float64(1.9559790239932053), np.float64(1.0769917408208673)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.7516806954899069)]", "5.0", "False", "False", 0.39238691329956055, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "8", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[6, 7, 6]", "uniform:0, 2", "[np.float64(1.061711383111198), np.float64(0.4654566559545814), np.float64(0.022797608554859794)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.6457032274387358)]", "5.0", "False", "False", 0.20370793342590332, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "9", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[0, 4, 3]", "uniform:0, 2", "[np.float64(0.26765905791855316), np.float64(0.2842221709090771), np.float64(0.43711735125215645)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.6277622707656787)]", "5.0", "False", "False", 0.31032752990722656, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "10", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[6, 0, 5]", "uniform:0, 2", "[np.float64(1.4976077650772237), np.float64(0.9970140246051808), np.float64(0.4495932910616953)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1.5", "[np.float64(0.29709429713943597)]", "5.0", "False", "False", 0.24488186836242676, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "0", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[4, 5, 4]", "uniform:0, 2", "[np.float64(1.0897663659937937), np.float64(0.8473095986778094), np.float64(1.2917882261333122)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.4375872112626925)]", "5.0", "False", "False", 0.344390869140625, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "1", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[3, 5, 0]", "uniform:0, 2", "[np.float64(0.6046651452636795), np.float64(0.2935117816342261), np.float64(0.1846771895375956)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.1862602113776709)]", "5.0", "False", "False", 0.1862602113776709, 1, 0, 1, 0, 0, 2, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "2", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[3, 0, 4]", "uniform:0, 2", "[np.float64(0.8706447852365538), np.float64(0.8407356041749781), np.float64(0.6606696420077482)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.2046486340378425)]", "5.0", "False", "False", 0.2046486340378425, 1, 0, 1, 0, 0, 2, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "3", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[4, 5, 2]", "uniform:0, 2", "[np.float64(1.021655210395326), np.float64(1.7858939086953094), np.float64(1.7925861778668761)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.12558531046383625)]", "5.0", "False", "False", 0.12558531046383625, 1, 0, 1, 0, 0, 5, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "4", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[7, 4, 7]", "uniform:0, 2", "[np.float64(1.4296319873487293), np.float64(1.3954576491945416), np.float64(0.43217899116075276)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.9762744547762418)]", "5.0", "False", "False", 0.34522581100463867, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "5", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[1, 6, 1]", "uniform:0, 2", "[np.float64(1.837221815875843), np.float64(0.9768223775896583), np.float64(1.2234877258052914)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.7659078564803156)]", "5.0", "False", "False", 0.21885061264038086, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "6", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[7, 2, 6]", "uniform:0, 2", "[np.float64(0.0833932514504998), np.float64(0.2153133598719359), np.float64(1.1901041284124805)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.5298173621928216)]", "5.0", "False", "False", 0.39588308334350586, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "7", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[0, 6, 3]", "uniform:0, 2", "[np.float64(1.4469303556618824), np.float64(1.9559790239932053), np.float64(1.0769917408208673)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.5011204636599379)]", "5.0", "False", "False", 0.3713109493255615, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "8", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[6, 7, 6]", "uniform:0, 2", "[np.float64(1.061711383111198), np.float64(0.4654566559545814), np.float64(0.022797608554859794)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.4304688182924905)]", "5.0", "False", "False", 0.26042938232421875, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "9", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[0, 4, 3]", "uniform:0, 2", "[np.float64(0.26765905791855316), np.float64(0.2842221709090771), np.float64(0.43711735125215645)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.41850818051045247)]", "5.0", "False", "False", 0.35550427436828613, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "10", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[6, 0, 5]", "uniform:0, 2", "[np.float64(1.4976077650772237), np.float64(0.9970140246051808), np.float64(0.4495932910616953)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 1", "[np.float64(0.19806286475962398)]", "5.0", "False", "False", 0.1885671615600586, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "0", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[4, 5, 4]", "uniform:0, 2", "[np.float64(1.0897663659937937), np.float64(0.8473095986778094), np.float64(1.2917882261333122)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 0.5", "[np.float64(0.21879360563134626)]", "5.0", "False", "False", 0.21879360563134626, 1, 0, 1, 0, 0, 4, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "1", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[3, 5, 0]", "uniform:0, 2", "[np.float64(0.6046651452636795), np.float64(0.2935117816342261), np.float64(0.1846771895375956)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 0.5", "[np.float64(0.09313010568883545)]", "5.0", "False", "False", 0.09313010568883545, 1, 0, 1, 0, 0, 4, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "2", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[3, 0, 4]", "uniform:0, 2", "[np.float64(0.8706447852365538), np.float64(0.8407356041749781), np.float64(0.6606696420077482)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 0.5", "[np.float64(0.10232431701892125)]", "5.0", "False", "False", 0.10232431701892125, 1, 0, 1, 0, 0, 4, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "3", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[4, 5, 2]", "uniform:0, 2", "[np.float64(1.021655210395326), np.float64(1.7858939086953094), np.float64(1.7925861778668761)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 0.5", "[np.float64(0.06279265523191813)]", "5.0", "False", "False", 0.06279265523191813, 1, 0, 1, 0, 0, 5, False, False, 0, 0, 0, 0
"localhost", "8080", "192.168.1.207", "9095", "4", "topology.txt", "VA/Fairfax/GMU/CS/actionOn:1R153AN", "uniform:0, 1", "uniform:0, 2", "uniform:1, 1", "0, 0", "3:uniform:0, 8", "[7, 4, 7]", "uniform:0, 2", "[np.float64(1.4296319873487293), np.float64(1.3954576491945416), np.float64(0.43217899116075276)]", "5", "uniform:0, 0", "uniform:10, 10", "[np.float64(10.0)]", "1:uniform:0, 0.5", "[np.float64(0.4881372273881209)]", "5.0", "False", "False", 0.335174560546875, 0, 0, 0, 0, 0, 0, True, False, 0, 0, 0, 0
